,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
4213,HISP,720-1,Topics in Imperial  PostColonial Culture,W,13:00:00,16:00:00,Monica Blizzard
4214,HISP,720-2,Topics in Imperial  PostColonial Culture,Th,14:30:00,17:30:00,Thomas Rogers
4215,HISP,720-3,Topics in Imperial  PostColonial Culture,Tu,14:30:00,17:30:00,Malinda Lowery
4216,W,501-1,Public Worship,Th,14:30:00,17:30:00,Edward Phillips
4217,W,628-1,Liturgical Theology,Tu,14:30:00,16:30:00,Antonio Alonso
4218,NS,551-1,Techniques in Experimental Neuroscience,W,13:00:00,15:00:00,Arthur English
4219,NS,570R-1,Neuroscience Professional Development Communication and Ethics,Th,15:00:00,17:00:00,Steven Sloan
4223,LING,101-1,Language Diversity in the US,MWF,11:30:00,12:20:00,Susan Tamasi
4224,LING,190-1,Fresh Sem Linguistics,MW,14:30:00,15:45:00,Marjorie Pak
4225,LING,190-2,Fresh Sem Linguistics,MW,14:30:00,15:45:00,Roberto Franzosi
4226,LING,201-DIS,Foundations of Linguistics,F,10:00:00,10:50:00,Not Listed
4227,LING,201-1,Foundations of Linguistics,TuTh,10:00:00,11:15:00,Not Listed
4228,LING,214-1,Meaning in Human Language,TuTh,11:30:00,12:45:00,Marjorie Pak
4229,LING,234-1,Introduction to Japanese Linguistics,TuTh,14:30:00,15:45:00,Seth Goss
4230,LING,303-1,Phonetics The Sounds of Spanish,MW,11:30:00,12:45:00,Donald Tuten
4231,LING,303-2,Phonetics The Sounds of Spanish,TuTh,17:30:00,18:45:00,Robyn Clarke
4232,LING,304-1,Introduction to Spanish Linguistics,TuTh,13:00:00,14:15:00,Jose BoiguesLopez
4233,LING,304-2,Introduction to Spanish Linguistics,TuTh,14:30:00,15:45:00,Jose BoiguesLopez
4234,LING,309-1,Brain and Language,TuTh,14:30:00,15:45:00,Brianna Yamasaki
4235,LING,317-1,Psycholinguistics,MW,13:00:00,14:15:00,Yun Kim
4236,LING,328-1,Historical Ling  Lang Change,MW,14:30:00,15:45:00,Donald Tuten
4237,LING,333-1,Language Gender and Sexuality,TuTh,13:00:00,14:15:00,Not Listed
4238,LING,341-1,Advanced Language and Culture,TuTh,13:00:00,14:15:00,Xochiquetzal MarsilliVargas
4239,LING,363-1,Old English Language and Literature,MW,8:30:00,9:45:00,James Morey
4240,LING,385-1,Special Topics in Linguistics,F,13:00:00,14:15:00,Jane OConnor
4241,LING,409-1,Medical Discourse in Latin America,TuTh,10:00:00,11:15:00,Xochiquetzal MarsilliVargas
4242,LING,410-1,Topics in Spanish Linguistics,TuTh,11:30:00,12:45:00,Not Listed
4243,LING,430R-1,Field Methods in Linguistics,MW,10:00:00,11:15:00,Yun Kim
4244,LING,446W-1,BigSmall Data and Visualization,MW,13:00:00,14:15:00,Roberto Franzosi
4245,LING,485W-1,Advanced Topics in Linguistics,W,18:00:00,21:00:00,Roberto Franzosi
4248,LING,505-1,Problems Foreign Language Teaching,M,13:00:00,16:00:00,Sandra Descourtis
4249,JS,190-1,Freshman Seminar,M,14:30:00,17:15:00,Craig Perry
4250,JS,190-2,Freshman Seminar,MW,10:00:00,11:15:00,Geoffrey Levin
4251,JS,225-1,Introduction to Judaism,TuTh,11:30:00,12:45:00,Michael Berger
4252,JS,258-1,Anthropology of the Jews,TuTh,10:00:00,11:15:00,Don Seeman
4253,JS,271-1,Topics in Jewish History,MW,11:30:00,12:45:00,Geoffrey Levin
4254,JS,273-1,Topics in Jewish Rel  Culture,TuTh,11:30:00,12:45:00,Alicja Podbielska
4255,JS,273-2,Topics in Jewish Rel  Culture,MW,13:00:00,14:15:00,Katherine Rosenblatt
4256,JS,273-3,Topics in Jewish Rel  Culture,TuTh,14:30:00,15:45:00,Alicja Podbielska
4257,JS,280-2,Special Topics in Jewish Studies,MW,13:00:00,14:15:00,Tamar Menashe
4258,JS,329-1,American Jewish History,MW,10:00:00,11:15:00,Eric Goldstein
4259,JS,348W-1,IsraeliPalestinian Literature,MW,14:30:00,15:45:00,Ofra Yeglin
4260,JS,371-1,Topics in Jewish History,TuTh,17:30:00,18:45:00,Jonathan Prude
4261,JS,375W-1,Topics In Jewish Literature,MW,11:30:00,12:45:00,Ofra Yeglin
4262,JS,380-1,Special Topics in Jewish Studies,MW,13:00:00,14:15:00,Everet Smith
4263,JS,435-1,Hebrew of the Israeli Media,Tu,16:00:00,18:45:00,Pazit Kahlon
4264,JS,449W-1,Uncovering Emorys Past,W,13:00:00,15:45:00,Eric Goldstein
4268,ENGRD,101-1,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,David Morgen
4269,ENGRD,101-2,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,Em Nordling
4270,ENGRD,101-3,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Angela Tharpe
4271,ENGRD,101-4,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Nia Judelson
4272,ENGRD,101-5,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Mahmuda Sharmin
4273,ENGRD,101-6,Rhetorical CompositionCritical Reading,MW,14:30:00,15:45:00,Mahmuda Sharmin
4274,ENGRD,101-7,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Anmol Sahni
4275,ENGRD,101-8,Rhetorical CompositionCritical Reading,MW,14:30:00,15:45:00,Greg Palermo
4276,ENGRD,101-9,Rhetorical CompositionCritical Reading,TuTh,8:30:00,9:45:00,Md Uddin
4277,ENGRD,101-10,Rhetorical CompositionCritical Reading,TuTh,10:00:00,11:15:00,Md Uddin
4278,ENGRD,101-11,Rhetorical CompositionCritical Reading,TuTh,10:00:00,11:15:00,Mandy SuhrSytsma
4279,ENGRD,101-12,Rhetorical CompositionCritical Reading,TuTh,11:30:00,12:45:00,Mandy SuhrSytsma
4280,ENGRD,101-13,Rhetorical CompositionCritical Reading,TuTh,11:30:00,12:45:00,Mitch Murray
4281,ENGRD,101-14,Rhetorical CompositionCritical Reading,TuTh,13:00:00,14:15:00,Mitch Murray
4282,ENGRD,101-15,Rhetorical CompositionCritical Reading,TuTh,13:00:00,14:15:00,Bernard Krumm
4283,ENGRD,101-16,Rhetorical CompositionCritical Reading,TuTh,17:30:00,18:45:00,Bernard Krumm
4284,ENGRD,101-17,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Julian Currents
4285,ENGRD,101-18,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Julian Currents
4286,ENGRD,101-19,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Donna McDermott
4287,ENGRD,101-20,Rhetorical CompositionCritical Reading,TuTh,16:00:00,17:15:00,Donna McDermott
4288,ENGRD,101-21,Rhetorical CompositionCritical Reading,MW,16:00:00,17:15:00,Not Listed
4289,ENGRD,101-22,Rhetorical CompositionCritical Reading,MW,8:30:00,9:45:00,Not Listed
4290,ENGRD,101-23,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,Not Listed
4291,ENGRD,101-24,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Not Listed
4292,ENGRD,101-25,Rhetorical CompositionCritical Reading,TuTh,14:30:00,15:45:00,Not Listed
4293,ENGRD,101-26,Rhetorical CompositionCritical Reading,TuTh,16:00:00,17:15:00,Not Listed
4294,ENGRD,101-27,Rhetorical CompositionCritical Reading,TuTh,17:30:00,18:45:00,Not Listed
4295,ENGRD,123R-1,Communicative Grammar,Tu,10:00:00,11:15:00,Jane OConnor
4296,ENGRD,123R-2,Communicative Grammar,Th,13:00:00,14:15:00,Jane OConnor
4297,ENGRD,190-1,FSEM Rhetoric and Discourse,MW,8:30:00,9:45:00,Daniel Bosch
4298,ENGRD,201W-1,Multimedia Journalism,MW,16:00:00,17:15:00,Donna McDermott
4300,ENGRD,220W-1,Rhetorical Studies,MW,14:30:00,15:45:00,Not Listed
4301,ENGRD,221RW-1,Advanced Writing Workshop,TuTh,11:30:00,12:45:00,Md Uddin
4302,ENGRD,221RW-2,Advanced Writing Workshop,TuTh,10:00:00,11:15:00,Greg Palermo
4306,ENGRD,224R-1,English for ETSI Students,TuTh,11:30:00,12:45:00,Jane OConnor
4307,ENGRD,230W-1,Professional Writing,TuTh,13:00:00,14:15:00,Melissa Yang
4308,ENGRD,302W-1,Technical Writing,TuTh,14:30:00,15:45:00,Greg Palermo
4309,ENGRD,302W-2,Technical Writing,MW,10:00:00,11:15:00,Ben Miller
4310,ENGRD,316W-1,Rhetorics of Resistance,TuTh,10:00:00,11:15:00,Kathleen Leuschen
4311,ENGRD,349W-1,Writing for Publication,TuTh,10:00:00,11:15:00,Robert Birdwell
4312,PHYS,115-1,Intro Astronomy,TuTh,13:00:00,14:15:00,Thomas Bing
4313,PHYS,116-LAB1,Intro Astronomy WLab,M,14:30:00,17:15:00,Merida Batiste
4314,PHYS,116-LAB2,Intro Astronomy WLab,W,14:30:00,17:15:00,Merida Batiste
4315,PHYS,116-LAB3,Intro Astronomy WLab,F,10:00:00,12:45:00,Merida Batiste
4316,PHYS,116-LAB4,Intro Astronomy WLab,F,14:30:00,17:15:00,Merida Batiste
4317,PHYS,116-1,Intro Astronomy WLab,TuTh,10:00:00,11:15:00,Alissa Bans
4318,PHYS,116-2,Intro Astronomy WLab,TuTh,11:30:00,12:45:00,Alissa Bans
4319,PHYS,141-L1,Intro Physics I WLab,M,14:30:00,17:15:00,Cordell Donofrio
4320,PHYS,141-L10,Intro Physics I WLab,W,14:30:00,17:15:00,Cordell Donofrio
4321,PHYS,141-L11,Intro Physics I WLab,W,18:00:00,20:45:00,Cordell Donofrio
4322,PHYS,141-L12,Intro Physics I WLab,W,18:00:00,20:45:00,Cordell Donofrio
4323,PHYS,141-L13,Intro Physics I WLab,Th,14:30:00,17:15:00,Cordell Donofrio
4324,PHYS,141-L14,Intro Physics I WLab,Th,14:30:00,17:15:00,Cordell Donofrio
4325,PHYS,141-L15,Intro Physics I WLab,Th,18:00:00,20:45:00,Cordell Donofrio
4326,PHYS,141-L16,Intro Physics I WLab,Th,18:00:00,20:45:00,Cordell Donofrio
4327,PHYS,141-L17,Intro Physics I WLab,F,14:30:00,17:15:00,Cordell Donofrio
4328,PHYS,141-L18,Intro Physics I WLab,F,14:30:00,17:15:00,Cordell Donofrio
4329,PHYS,141-L2,Intro Physics I WLab,M,14:30:00,17:15:00,Cordell Donofrio
4330,PHYS,141-L3,Intro Physics I WLab,M,18:00:00,20:45:00,Cordell Donofrio
4331,PHYS,141-L4,Intro Physics I WLab,M,18:00:00,20:45:00,Cordell Donofrio
4332,PHYS,141-L5,Intro Physics I WLab,Tu,14:30:00,17:15:00,Cordell Donofrio
4333,PHYS,141-L6,Intro Physics I WLab,Tu,14:30:00,17:15:00,Cordell Donofrio
4334,PHYS,141-L7,Intro Physics I WLab,Tu,18:00:00,20:45:00,Cordell Donofrio
4335,PHYS,141-L8,Intro Physics I WLab,Tu,18:00:00,20:45:00,Cordell Donofrio
4336,PHYS,141-L9,Intro Physics I WLab,W,14:30:00,17:15:00,Cordell Donofrio
4337,PHYS,141-1,Intro Physics I WLab,MW,11:30:00,12:45:00,Kurt Warncke
4338,PHYS,141-2,Intro Physics I WLab,MW,13:00:00,14:15:00,Kurt Warncke
4339,PHYS,151-LAB1,Physics for Scientists and Engineers I WLab,Tu,14:30:00,17:15:00,Cordell Donofrio
4340,PHYS,151-LAB2,Physics for Scientists and Engineers I WLab,Tu,18:00:00,20:45:00,Cordell Donofrio
4341,PHYS,151-LAB3,Physics for Scientists and Engineers I WLab,W,18:00:00,20:45:00,Cordell Donofrio
4342,PHYS,151-LAB4,Physics for Scientists and Engineers I WLab,Th,14:30:00,17:15:00,Cordell Donofrio
4343,PHYS,151-LAB5,Physics for Scientists and Engineers I WLab,Th,18:00:00,20:45:00,Cordell Donofrio
4344,PHYS,151-LAB6,Physics for Scientists and Engineers I WLab,F,14:30:00,17:15:00,Cordell Donofrio
4345,PHYS,151-1,Physics for Scientists and Engineers I WLab,TuTh,10:00:00,11:15:00,Thomas Bing
4346,PHYS,190-1,Fresh Sem Physics,TuTh,11:30:00,12:45:00,Laura Finzi
4347,PHYS,190-2,Fresh Sem Physics,TuTh,13:00:00,14:15:00,Jennifer Rieser
4348,PHYS,220-1,Introduction to Mathematical Methods for Scientists and Engineers,TuTh,13:00:00,14:15:00,Keith Berland
4349,PHYS,234-1,Digit ElectrMicroprocessor WLab,TuTh,14:30:00,15:45:00,Jed Brody
4350,PHYS,253-LAB1,Modern Physics With Laboratory,M,17:30:00,20:15:00,Cordell Donofrio
4351,PHYS,253-LAB2,Modern Physics With Laboratory,Tu,14:30:00,17:15:00,Cordell Donofrio
4352,PHYS,253-LAB3,Modern Physics With Laboratory,W,14:30:00,17:15:00,Cordell Donofrio
4353,PHYS,253-1,Modern Physics With Laboratory,MW,13:00:00,14:15:00,Erin Bonning
4354,PHYS,361-1,Classical Mechanics,TuTh,11:30:00,12:45:00,Sergei Urazhdin
4355,PHYS,380-1,Special Topics in Physics,TuTh,10:00:00,11:15:00,Erin Bonning
4356,PHYS,380-2,Special Topics in Physics,MW,10:00:00,11:15:00,Ilya Nemenman
4360,PHYS,421-1,Thermodynamics and Statistical Physics,MW,11:30:00,12:45:00,Wladimir Benalcazar
4361,PHYS,444W-1,Advanced Undergraduate Laboratory,MW,14:30:00,17:15:00,Jed Brody
4390,PHYS,501-1,Quantum Mechanics,MW,10:00:00,11:15:00,Luiz Santos
4391,PHYS,502-1,Mathematical Methods I,TuTh,10:00:00,11:15:00,Daniel Weissman
4392,PHYS,528-1,Continuum Mechanics,TuTh,11:30:00,12:45:00,Justin Burton
4393,PHYS,544-1,Advanced Laboratory,MW,14:30:00,17:15:00,Jed Brody
4394,PHYS,556-1,Single Molecule Biophysics,MW,13:00:00,14:15:00,Shashank Shekhar
4395,PHYS,590A-1,Seminar Teaching College Physics,W,8:30:00,9:45:00,Thomas Bing
4396,PHYS,590B-1,Seminar Teaching College Physics II,W,8:30:00,9:45:00,Thomas Bing
4469,BSHES,500-1,Behavioral and Social Sciences in Public Health,Tu,10:00:00,11:50:00,Colin Talley
4472,BSHES,520-1,Theory Driven Research and Practice,Tu,9:00:00,11:50:00,Eric Nehl
4473,BSHES,520-3,Theory Driven Research and Practice,F,13:00:00,15:50:00,Robin McGee
4474,BSHES,520-4,Theory Driven Research and Practice,Tu,16:00:00,18:50:00,Cynthia Jorgensen
4475,BSHES,520-5,Theory Driven Research and Practice,M,15:00:00,17:50:00,Melissa Taylor
4476,BSHES,524-1,Community Assessment,W,9:00:00,11:50:00,Dawn Comeau
4477,BSHES,524-2,Community Assessment,M,9:00:00,11:50:00,Enmanuel Chavarria
4478,BSHES,524-3,Community Assessment,Th,13:00:00,15:50:00,Kimbi Hagen
4479,BSHES,524-4,Community Assessment,F,9:00:00,11:50:00,Krystal Redman
4480,BSHES,526-1,Program Planning in Health Promotion,Th,9:00:00,11:50:00,Eric Nehl
4481,BSHES,526-2,Program Planning in Health Promotion,Tu,13:00:00,15:50:00,Ngoc Escoffery
4482,BSHES,526-3,Program Planning in Health Promotion,M,13:00:00,15:50:00,Umed Ibragimov
4483,BSHES,526-4,Program Planning in Health Promotion,Th,16:00:00,18:50:00,Yue Guan
4484,BSHES,539-1,Qualitative Data Analysis,Tu,9:00:00,11:50:00,Anna Rubtsova
4485,BSHES,540-1,Research Methods in Health Promotion,Th,13:00:00,15:50:00,Whitney Rice
4486,BSHES,540-2,Research Methods in Health Promotion,Th,13:00:00,15:50:00,Delia Lang
4487,BSHES,540-3,Research Methods in Health Promotion,Tu,9:00:00,11:50:00,Umed Ibragimov
4488,BSHES,540-4,Research Methods in Health Promotion,M,17:00:00,19:50:00,Juan Rodriguez
4489,BSHES,542-1,SocioBehavioral Measurement,Tu,13:00:00,15:50:00,Megan Sutter
4490,BSHES,560R-1,BSHE Seminar,Th,10:00:00,11:50:00,Terri Wright
4491,BSHES,560R-3,BSHE Seminar,Th,15:00:00,16:50:00,Randi Smith
4492,BSHES,579-1,History of Public Health,M,10:00:00,11:50:00,Colin Talley
4493,BSHES,579-2,History of Public Health,W,10:00:00,11:50:00,Colin Talley
4494,BSHES,579-3,History of Public Health,Th,10:00:00,11:50:00,Colin Talley
4495,BSHES,584-1,Mental HealthMedical Interface in US,W,13:00:00,14:50:00,Benjamin Druss
4496,BSHES,585-1,Introduction to Public Mental Health,M,13:00:00,14:50:00,Brandeis Green
4497,BSHES,591M-1,Injury Prevention and Control,W,15:00:00,16:50:00,Elizabeth Head
4502,BSHES,700-1,Applied Data Methods in Behavioral Social and Health Education,F,14:00:00,15:00:00,Melvin Livingston
4503,BSHES,714-1,Proposal Development I,Th,11:30:00,13:20:00,Hannah Cooper
4504,BSHES,716-1,Teaching in Public Health,MTu,9:00:00,15:30:00,Dawn Comeau
4505,BSHES,740-1,Reducing DrugRelated Harms using InternetBased 脗驴Big Data脗驴 Machine Learning and AI Methods,W,10:30:00,13:20:00,Abeed Sarker
4511,CE,551HYBA-2,Hybrid Contextual Education I Site Reflection,M,18:00:00,19:30:00,Letitia Campbell
4514,CE,551TPHA-10,Contextual Education Ia for Teaching Parish Hybrid Cohort,M,9:00:00,13:00:00,Tom Elliott
4515,CE,551A-20,Contextual Education I Site Reflection,Tu,14:30:00,16:00:00,Letitia Campbell
4516,CE,551A-30,Contextual Education I Site Reflection,Tu,15:00:00,16:30:00,Letitia Campbell
4517,CE,551A-40,Contextual Education I Site Reflection,F,10:00:00,11:30:00,Letitia Campbell
4523,CE,552ANGA-1,Con Ed lla for Anglican Studies,W,14:30:00,17:30:00,Not Listed
4534,ENG,150-1,Great Works of Literature,MW,13:00:00,14:15:00,Sheila Cavanagh
4535,ENG,190-1,Freshman SeminarEnglish,TuTh,10:00:00,11:15:00,Patricia Cahill
4536,ENG,190-2,Freshman SeminarEnglish,TuTh,8:30:00,9:45:00,Emma Davenport
4537,ENG,190-3,Freshman SeminarEnglish,TuTh,13:00:00,14:15:00,Catherine Nickerson
4538,ENG,205-1,Poetry,TuTh,8:30:00,9:45:00,Daniel Bosch
4539,ENG,205-2,Poetry,TuTh,11:30:00,12:45:00,Daniel Bosch
4540,ENG,205-3,Poetry,MW,14:30:00,15:45:00,Martine Brownley
4541,ENG,205-4,Poetry,MW,13:00:00,14:15:00,Walter Kalaidjian
4542,ENG,205-5,Poetry,TuTh,10:00:00,11:15:00,Nathan SuhrSytsma
4543,ENG,210W-1,Major Authors,MW,13:00:00,14:15:00,Julian Currents
4544,ENG,210W-2,Major Authors,MW,11:30:00,12:45:00,Francis Ittenbach
4545,ENG,250W-1,American LiteratureBeginnings to 1865,MW,10:00:00,11:15:00,Emil Keme
4546,ENG,255W-1,British Literature Before 1660,MWF,10:00:00,10:50:00,James Morey
4547,ENG,261-1,Survey of AfricanAmerican Literature Before 1900,TuTh,8:30:00,9:45:00,Valerie Babb
4548,ENG,275W-1,Introto Asian AmLitCulture,MW,14:30:00,15:45:00,Erica Kanesaka
4549,ENG,290W-1,Topics in Literary History,TuTh,11:30:00,12:45:00,Kareem Joseph
4550,ENG,300-1,Old English Language and Literature,MW,8:30:00,9:45:00,James Morey
4551,ENG,311RW-1,Shakespeare,TuTh,16:00:00,17:15:00,Bernard Krumm
4552,ENG,311RW-2,Shakespeare,MW,10:00:00,11:15:00,Sheila Cavanagh
4553,ENG,314W-1,Renaissance Literature 14851603,MW,16:00:00,17:15:00,Ross Knecht
4554,ENG,320W-1,Restoration  Early18th Century LIiterature,TuTh,10:00:00,11:15:00,Paul Kelleher
4555,ENG,336W-1,The English Victorian Novel,TuTh,11:30:00,12:45:00,Emma Davenport
4556,ENG,341W-1,20th Century English Novel,TuTh,10:00:00,11:15:00,Erwin Rosinberg
4557,ENG,355W-1,20th Century American Novel,MW,16:00:00,17:15:00,Michelle Wright
4558,ENG,357W-1,Southern Literature,TuTh,11:30:00,12:45:00,Barbara Ladd
4559,ENG,359-1,Studies in African American Literature 1900 to Present,TuTh,13:00:00,14:15:00,Valerie Babb
4560,ENG,366W-1,Topics in Contemporary Drama,MW,16:00:00,17:15:00,Not Listed
4561,ENG,368W-1,Literature  Cultural Studies,TuTh,14:30:00,15:45:00,John Johnston
4562,ENG,375W-1,Topics Asian AmLit Culture,MW,13:00:00,14:15:00,Erica Kanesaka
4563,ENG,381W-1,Topics In Womens Literature,TuTh,14:30:00,15:45:00,Mandy SuhrSytsma
4564,ENG,383RW-1,Studies In Womens Fiction,MW,13:00:00,14:15:00,Martine Brownley
4565,ENG,383RW-2,Studies In Womens Fiction,TuTh,11:30:00,12:45:00,Catherine Nickerson
4566,ENG,384RW-1,Criticism,MW,11:30:00,12:45:00,Brenton Boyd
4567,ENG,385W-1,Methods for Literary Research,MW,10:00:00,11:15:00,Geraldine Higgins
4568,ENG,389-1,Special Topics Literature,TuTh,10:00:00,11:15:00,Angelika Bammer
4569,ENG,389W-1,Special TopicsLiterature,MW,13:00:00,14:15:00,Deborah White
4570,ENG,389-2,Special Topics Literature,MW,10:00:00,11:15:00,Kimberly Belflower
4571,ENG,389W-2,Special TopicsLiterature,MW,14:30:00,15:45:00,Sean Meighoo
4572,ENG,480RW-1,Seminar in PoetryEnglish,MW,13:00:00,14:15:00,Geraldine Higgins
4573,ENG,480RW-2,Seminar in PoetryEnglish,MW,10:00:00,11:15:00,Walter Kalaidjian
4574,ENG,482RW-1,Seminar in FictionEnglish,TuTh,13:00:00,14:15:00,Erwin Rosinberg
4575,ENG,485W-1,Topics in Applied Research,TuTh,16:00:00,17:15:00,Mitch Murray
4576,ENG,485W-2,Topics in Applied Research,MW,13:00:00,14:15:00,Ben Miller
4577,ENG,489-2,Special Topic Adv Study English,TuTh,16:00:00,17:15:00,Elizabeth Goodstein
4578,ENG,489W-2,Special Top Adv StudyEnglish,TuTh,10:00:00,11:15:00,Barbara Ladd
4579,ENG,490W-1,Seminar in Literary Interpretation,TuTh,11:30:00,12:45:00,Patricia Cahill
4584,ENG,752R-1,Studies In 20th Cent American Lit,TuTh,10:00:00,11:15:00,Barbara Ladd
4585,ENG,789-1,Special Topics In Literature,W,13:00:00,15:45:00,Paul Kelleher
4586,ENG,789-2,Special Topics In Literature,Tu,13:00:00,15:45:00,Nathan SuhrSytsma
4587,ENG,789-3,Special Topics In Literature,W,16:00:00,19:00:00,Elizabeth Goodstein
4588,ENG,791-1,Composition Pedagogy,Th,13:00:00,15:45:00,Kathleen Leuschen
4589,ENG,796R-1,Survey of English Histories Theories Methods,M,10:00:00,12:45:00,Deepika Bahri
4592,ENGCW,271W-2,Introduction to Poetry Writing,Tu,14:30:00,17:30:00,Not Listed
4593,ENGCW,271W-3,Introduction to Poetry Writing,W,14:30:00,17:30:00,Robyn Schiff
4594,ENGCW,272W-1,Introduction to Fiction Writing,M,14:30:00,17:30:00,Joseph Skibell
4595,ENGCW,272W-2,Introduction to Fiction Writing,Tu,14:30:00,17:15:00,T Cooper
4596,ENGCW,272W-3,Introduction to Fiction Writing,W,14:30:00,17:15:00,Sanjena Sathian
4597,ENGCW,272W-4,Introduction to Fiction Writing,Th,13:00:00,15:45:00,Tiphanie Yanique
4598,ENGCW,370RW-1,Creative Writing Intermediate Fiction,Tu,14:30:00,17:30:00,Tayari Jones
4599,ENGCW,370RW-2,Creative Writing Intermediate Fiction,W,14:30:00,17:30:00,T Cooper
4600,ENGCW,370RW-3,Creative Writing Intermediate Fiction,Th,14:30:00,17:30:00,Sanjena Sathian
4601,ENGCW,371RW-1,Creative Writing Intermediate Poetry,M,14:30:00,17:30:00,Not Listed
4602,ENGCW,371RW-2,Creative Writing Intermediate Poetry,Tu,14:30:00,17:30:00,Not Listed
4603,ENGCW,372RW-1,Intermediate Playwriting,Tu,14:30:00,17:30:00,Kimberly Belflower
4604,ENGCW,376RW-1,Creative Writing Intermediate NonFiction,Tu,14:30:00,17:30:00,Joseph Skibell
4605,ENGCW,378RW-1,Screenwriting,Th,14:30:00,17:30:00,Not Listed
4606,ENGCW,378RW-2,Screenwriting,TuTh,16:00:00,17:15:00,Joe Conway
4607,ENGCW,385RW-1,GA Civil Rights Cold Cases,Tu,14:30:00,17:15:00,Hank Klibanoff
4608,ENGCW,270W-1,Intro to Creative Writing,W,14:30:00,17:15:00,Tameka Conley
4609,ENGCW,272W-1,Introduction to Fiction Writing,Tu,14:30:00,17:15:00,Tameka Conley
4610,ENG,185-1,Writing and Inquiry in the Liberal Arts,TuTh,11:30:00,12:45:00,Olivia Hendricks
4611,ENG,185-2,Writing and Inquiry in the Liberal Arts,TuTh,10:00:00,11:15:00,Eric Solomon
4612,ENG,185-3,Writing and Inquiry in the Liberal Arts,TuTh,14:30:00,15:45:00,Olivia Hendricks
4613,ENG,185-4,Writing and Inquiry in the Liberal Arts,MW,14:30:00,15:45:00,Adriane Ivey
4614,ENG,185-5,Writing and Inquiry in the Liberal Arts,TuTh,13:00:00,14:15:00,Olivia Hendricks
4615,ENG,185-6,Writing and Inquiry in the Liberal Arts,MW,16:00:00,17:15:00,Sarah Higinbotham
4616,ENG,185-7,Writing and Inquiry in the Liberal Arts,MW,16:00:00,17:15:00,Steven Watts
4617,ENG,185-8,Writing and Inquiry in the Liberal Arts,MW,14:30:00,15:45:00,Steven Watts
4618,ENG,185-9,Writing and Inquiry in the Liberal Arts,MW,11:30:00,12:45:00,Brad Hawley
4619,ENG,185-10,Writing and Inquiry in the Liberal Arts,MW,10:00:00,11:15:00,Brad Hawley
4620,ENG,185-11,Writing and Inquiry in the Liberal Arts,MW,8:30:00,9:45:00,Brad Hawley
4621,ENG,185-12,Writing and Inquiry in the Liberal Arts,TuTh,16:00:00,17:15:00,Stacy McQuaide
4622,ENG,185-13,Writing and Inquiry in the Liberal Arts,TuTh,14:30:00,15:45:00,Stacy McQuaide
4623,ENG,186-1,Writing and Inquiry in the Liberal Arts for Multilingual Students,TuTh,8:30:00,9:45:00,Olivia Hendricks
4624,ENG,186-2,Writing and Inquiry in the Liberal Arts for Multilingual Students,MW,8:30:00,9:45:00,Steven Watts
4625,ENG,186-3,Writing and Inquiry in the Liberal Arts for Multilingual Students,MW,10:00:00,11:15:00,Steven Watts
4626,ENG,186-4,Writing and Inquiry in the Liberal Arts for Multilingual Students,TuTh,10:00:00,11:15:00,Stacy McQuaide
4627,ENG,2.02E+01,Writing Center Practicum,Tu,16:00:00,16:50:00,Leigh Elion
4628,ENG,205W-1,Poetry,TuTh,14:30:00,15:45:00,Adriane Ivey
4629,ENG,255W-1,Survey of English Lit To 1660,MW,11:30:00,12:45:00,Sarah Higinbotham
4630,ENG,311WE-1,Shakespeare,MW,10:00:00,11:15:00,Sarah Higinbotham
4631,ENG,336W-1,The English Victorian Novel,TuTh,16:00:00,17:15:00,Christine Loflin
4632,ENG,345W-1,Contemporary World Literature,MW,14:30:00,15:45:00,Christine Loflin
4633,ENG,380RW-1,Topic WritingRhetoricLiteracy,TuTh,13:00:00,14:15:00,Leigh Elion
4634,ENG,381RW-1,Topics In Womens Literature,TuTh,16:00:00,17:15:00,Eric Solomon
4635,ENG,389RQW-1,Special Topics In Literature,TuTh,11:30:00,12:45:00,Eric Solomon
4636,ENGRD,101-1,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,David Morgen
4637,ENGRD,101-2,Rhetorical CompositionCritical Reading,MW,10:00:00,11:15:00,Em Nordling
4638,ENGRD,101-3,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Angela Tharpe
4639,ENGRD,101-4,Rhetorical CompositionCritical Reading,MW,11:30:00,12:45:00,Nia Judelson
4640,ENGRD,101-5,Rhetorical CompositionCritical Reading,MW,13:00:00,14:15:00,Mahmuda Sharmin
4641,ENGRD,101-6,Rhetorical CompositionCritical Reading,MW,14:30:00,15:45:00,Mahmuda Sharmin
