,class_prefix,class_num,class_name
766,PAE,7203,Pharmacology for Nurses
767,PAE,7205,Case Study Analysis Seminar I
768,PAE,7207,Pediatric Nursing
769,PAE,7209,Clinical Integration
770,PAE,7400,Professional Development II Evidence Based Nursing Practice
771,PAE,7401,"Professional Nursing Concepts, Issues & Trends"
772,PAE,7402,Health Assessment
773,PAE,7403,Clinical Practicum Maternity & Reproductive Health
774,PAE,7405,Clinical Practicum Mental Health
775,PAE,7406,Clinical Practicum Pediatrics
776,PAE,7407,Cardiac Dysrhythmias & ECG Interpretation in Adults
777,PAE,7500,Forensic Nursing
778,PAE,7501,Introduction to Critical Care
779,PAE,7502,Emergency Nursing Jack of All Trades
780,PAE,7802,Maternity and Reproductive Health Nursing
781,PAE,8000,Mental Health Nursing
782,PBEE,599R,Nursing Care of the Oncology Patient
783,PBEE,699R,Perspectives in Professional Nursing Health Systems Global Health
784,PBEE,799R,Perspectives in Professional Nursing Health Systems Clinical Nursing Education
785,PC,630,"Perspectives in Professional Nursing Health Systems Management, Admin, Leadership"
786,PE,125,Perspectives in Professional Nursing Health Systems Research
787,PHIL,100,Perspectives in Professional Nursing Health Systems Policy & Advocacy
788,PHIL,110,Case Study Analysis Seminar II
789,PHIL,116,Fundamentals of Wound Care
790,PHIL,118,Nursing in Complex Care Situations
791,PHIL,133,Clinical Practicum IV
792,PHIL,599R,Ambulatory Care
793,PHIL,797R,Acute and Chronic Care II Practicum
794,PHIL,799R,Mental Health or Maternity Practicum
795,PHYS,116,Directed Study Pediatric Care Transitioning
796,PHYS,141,Directed Study Nutrition Elective
797,PHYS,142,Directed Study Professional Nursing Practice
798,PHYS,397R,Directed Study Sepsis Prevention in Neonate
799,PHYS,499R,Directed Study Palliative Care Sem. & Clinica
800,PHYS,597R,Directed Study
801,PHYS,599R,Woodruff Fellows Seminar III
802,PHYS,799R,Management of Acute and Chronic Illness II
803,POLS,110,Acute and Complex Chronic Disease Management for the AGACNP II
804,POLS,111,Advanced PhysiologyPathophysiology Anesthesia I
805,POLS,208,Concepts in Neonatal Nursing
807,POLS,396R,Advanced Neonatal Issues II
808,POLS,496RW,Anesthesia for Surgical Procedures and Special Populations I
809,POLS,497R,Family Nurse Practitioner II
810,POLS,599R,FamilyEmergency Nurse Practitioner II Medical Emergencies
811,POLS,799R,Healthcare Quality and Patient Safety
812,PORT,201,The Leader's Role in Emergency Preparedness and Response
813,PRS,502D,Women's Health Nurse Practitioner II Advanced Care of Women
814,PRS,542D,Human Lactation & Breastfeeding Mgmt
815,PRS,562D,Nurse Midwifery II
816,PRS,575D,Mental Health Issues for APN
817,PRS,595R,Neonatal NP II
818,PRS,597D,Palliative Care Across the Spectrum
819,PRS,599R,Pediatric Acute Care Nurse Practitioner II
820,PSYC,110,Pediatric Primary Care Nurse Practitioner II
821,PSYC,205,Adult Gerontological Acute Care Nurse Practitioner II
822,PSYC,210,Adult Gerontological Primary Care Nurse Practitioner II
823,PSYC,215,Nurse Anesthesia Application II
824,PSYC,223,Nurse Anesthesia Application V
825,PSYC,320,Comprehensive Anesthesia Review Seminar
826,PSYC,353,Directed Study Pain Management
827,PSYC,498R,Directed Study Pediatric Pharmacology
828,PSYC,499R,Directed Study Nursing Ed. & Learning Theory
829,PSYC,597R,Directed Study Acad.WritingCommunity Engage.
830,PSYC,599R,Leadership for Health Professions
831,PSYC,750R,Advanced Research
836,PSYC,770R,Dissertation Research
838,PSYC,797R,Laboratory Rotations
839,PSYC,799R,Thesis Research (Master Level)
840,QTM,100,Advanced Graduate Research
841,QTM,150,Dissertation Research
842,QTM,210,Organization & Management
843,QTM,302W,Negotiations
844,RE,501,Leading People and Organizations
845,REL,209,Leading Organizations & Strategy
846,REL,210RW,Leadership
847,REL,358R,Leading People & Organizations
848,RES,999GAH,Strategic Management
849,RES,999GNUR,Entrepreneurship
850,RES,999LAW,Strategic Networks
851,RES,999PUBH,Off Campus Enrollment - Full Time
855,RES,999UCOL,Meets
860,RES,999UNUR,Off Campus Enrollment - Full Time
861,RLAR,599R,Becoming a Physician Assistant III
862,RLAR,799R,Fundamentals of Cardiology
863,RLE,599R,Fundamentals of Endocrinology
864,RLE,799R,Fundamentals of Nephrology and Genito-Urinary Disease
865,RLHB,599R,Fundamentals of Neurology
866,RLHB,799R,Psychiatry
867,RLHT,599R,General Surgery
868,RLHT,799R,Emergency Medicine
869,RLNT,599R,ObstetricsGynecology
870,RLNT,799R,Pediatrics
871,RLPC,599R,Internal Medicine
872,RLPC,799R,Family Medicine
873,RLTS,599R,Elective I
874,RLTS,799R,Elective II
875,SOC,101,Elective III
876,SOC,221,Senior Thesis II
877,SOC,225,Core Courses
882,SPAN,102,Thesis Research (Master Level)
884,SPAN,202,Advanced Graduate Research
885,SPAN,210,Dissertation Research
891,THEA,340W,Pastoral Care of Adolescents
901,WGS,231,Play Emory
902,WGS,356W,Basic Problems in Philosophy
905,WR,605,Introduction to Logic
908,AAS,190,Intro to Bioethics
909,AAS,247,Intro to Business Ethics
910,AAS,262W,Intro to Philosophy of Film
911,AAS,285,Thesis Research
914,AAS,303,Directed Study
915,AAS,306,Advanced Research
916,AAS,318,Intro Astronomy WLab
917,AAS,359,Intro Physics I WLab
918,AAS,375,Intro Physics II WLab
919,AAS,385,Directed Study
930,AAS,398R,Undergraduate Research
931,AAS,482,Directed Study
932,AAS,485W,Research (Pre-Candidacy)
933,AAS,490R,Advanced Research (Post- Candidacy)
934,ACT,210,Introduction to International Politics
935,ACT,211,Principles of Political Science
936,ACT,312B,Research Design and Methods
937,ACT,400,POLS 372
939,ACT,411,Basic Internship in Politics
940,ACT,414,Internship in Political Science
943,ACT,513B,Directed Study
944,ACT,514,Thesis Research
945,ACT,580,Advanced Research
946,ACT,612,Intermediate Portuguese I
947,ACT,612B,EMPH Thesis Seminar
948,ACT,613,Curriculum Development for the Public Health Workforce
949,ACT,616,Program Planning Capstone II
950,ACT,618,Planning & Performance Measures for Non-Profits & Other Agencies
954,ACT,711,Applied Practice Experience
955,ACT,712,Directed Study
956,AEPI,534D,Thesis
957,AEPI,537D,Intro Psyc IPsychobio & Cognition
958,AEPI,565D,Child Development
961,AFS,190,Adult Abnormal Behavior
963,AFS,334,Cognition
964,AFS,367,Drugs & Behavior
965,AFS,389,Animal Behavior
969,AFS,389W,Behavioral Neuroscience
970,AFS,398,Directed Reading
971,AFS,489,Directed Research
973,AFS,489W,Directed Study
974,AFS,495BW,Master Thesis Research
975,AMST,190,Clinical Supervision Intervention Practicum
976,AMST,285,Clinical Supervision Assessment Practicum
979,AMST,321,Clinical Supervision Evidence-Based Intervention FamilySchool Based
980,AMST,385,Clinical Supervision Community Practicum
984,AMST,495RW,Clinical Supervision Stress Management Clinic
985,AMST,499R,Topic Seminars Psych Prof.Psych Issues Consultation
986,ANCMED,201R,Topic Seminars Psych Grantwriting
987,ANCMED,202R,Directed Research
989,ANCMED,498RW,Doctoral Dissertation Research
990,ANES,505C,Intro to Stat Inference
991,ANES,512B,Introduction to Statistical Computing I
992,ANES,516A,Probability and Statistics
993,ANES,535A,Technical Writing
994,ANES,536B,RE As Formation & Transformation
995,ANES,540B,History of Religions In America
996,ANES,561B,Classic Religious Texts
997,ANES,596R,Religion and Healing
998,ANES,611B,Graduate Residence Full-Time
999,ANES,660B,Graduate Residence Full-Time
1000,ANES,680B,Graduate Residence Full-Time
1001,ANES,699R,Graduate Residence Full-Time
1003,ANT,101,Graduate Residence Full-Time Graduate Field Experience
1004,ANT,190,Graduate Residence Full-Time MI Peace Corp Service
1007,ANT,202,Graduate Residence Full-Time
1008,ANT,203,Undergrad Residence Full-Time SURE Program
1009,ANT,210,Undergrad Residence Full-Time SAS Program
1010,ANT,230,Undergrad Residence Full-Time Off Campus FT Domestic Enr
1011,ANT,231,Undergrad Residence Full-Time
1012,ANT,258,Undergrad Residence Full-Time Off Campus FT Domestic MMUF
1013,ANT,280R,Undergrad Residence Full-Time
1014,ANT,285,Thesis Research
1017,ANT,315,Dissertation Research
1018,ANT,333,Thesis Research
1019,ANT,337,Dissertation Research
1020,ANT,340,Thesis Research
1021,ANT,352,Dissertation Research
1022,ANT,372W,Thesis Research
1023,ANT,377W,Dissertation Research
1032,ANT,385W,Thesis Research
1033,ANT,386,Dissertation Research
1034,ANT,391,Research
1035,ANT,397R,Dissertation Research
1036,ANT,495BW,Thesis Research
1037,ANT,497R,Dissertation Research
1038,ANT,503,Intro to General Sociology
1039,ANT,555R,Culture and Society
1040,ANT,585,Sociology of Sex and Gender
1044,ANT,797R,Directed Study
1047,APHI,540D,M.A. Research
1048,APHI,545D,Phd Research
1049,APHI,580D,Elementary Spanish I
1050,APHI,585D,Elementary Spanish II
1053,ARAB,102,Intermediate Spanish I
1054,ARAB,202,Intermediate Spanish II
1055,ARAB,302,Spanish For Reading Comprehension
1056,ARAB,402W,Teaching Assistantship
1057,ARAB,497R,Teaching Assistantship
1058,ARAB,510R,Teaching Associateship
1059,ARCH,16,Introduction to the Theater
1060,ARTHIST,102,History of Drama and Theater I
1061,ARTHIST,190,Arts Writing & Criticism
1063,ARTHIST,210,Post-MDiv Elective
1064,ARTHIST,212,ThM Project
1065,ARTHIST,226,THM Administrative Fee
1066,ARTHIST,231,Visiting Medical Rotation One
1067,ARTHIST,259R,Visiting Medical Rotation Two
1069,ARTHIST,265,Visiting Medical Rotation One
1070,ARTHIST,289,Visiting Medical Rotation Two
1071,ARTHIST,319R,Visiting Medical Research Rotation
1072,ARTHIST,349RW,Public Worship
1073,ARTHIST,369R,Sociology of Sex and Gender
1075,ARTHIST,373,"Women, Music and Culture"
1076,ARTHIST,385,Pre-Candidacy Research
1077,ARTHIST,393R,Advanced Research
1078,ARTHIST,397R,Introduction to Islam
1079,ARTHIST,398R,Reset Search
1080,ARTHIST,470RW,Intro To African American Studies
1081,ARTHIST,475RW,Fresh Sem Africn Amer Studies Black Women and Beauty
1083,ARTHIST,480RW,Racial & Ethnic Relations
1085,ARTHIST,495RW,Survey of African-American Literature Since 1900
1086,ARTHIST,592H,Special Topics in African American Studies Sociological Imagination TV
1087,ARTHIST,597R,Special Topics in African American Studies Global Literature in English
1089,ARTHIST,729,Special Topics in African American Studies Afro-Indigenous History
1090,ARTHIST,749R,Black Music
1091,ARTHIST,759R,Music of Harlem Renaissance
1092,ARTHIST,769,Art and Social Change
1094,ARTHIST,791,Studies in African American Literature 1900 to Present
1095,ARTHIST,797R,Topics in Black Women's Studies
1097,ARTVIS,103,Topics in Afr American Studies Af.Am.Lit.and Pop Culture
1098,ARTVIS,105,Topics in Afr American Studies African Diaspora in Americas
1100,ARTVIS,112,Topics in Afr American Studies Theories of Black Sexuality
1101,ARTVIS,205,Topics in Afr American Studies Afr. American Film Since 1965
1102,ARTVIS,398R,Topics in Afr American Studies Get the Bag
1103,ARTVIS,490,"Topics in Afr American Studies Money, Power, Respect"
1105,BAHS,504,"Topics in Afr American Studies Race, Gender, and Speculation"
1106,BAPS,500,Topics in Afr American Studies Black Queer Studies
1107,BAPS,501,Topics in Afr American Studies African American Language
1108,BCDB,502,Topics in Afr American Studies Hist of Amer. DramaTheater
1109,BCDB,570R,Topics in Afr American Studies Feminist Studies of Race
1110,BCDB,597R,Directed Readings
1112,BCDB,790R,Black Women Writers
1113,BCDB,797R,"Special Topics Seminar Black Women, Love & Happiness"
1115,BCS,500,Senior Seminar
1116,BCS,502,Financial Accounting
1117,BCS,601,Managerial Accounting
1118,BI,617,Financial Reporting II
1119,BIOETH,503,Study Abroad Accounting Elective (General)
1120,BIOETH,504,Legal Environment of Business
1126,BIOETH,603,International Business Law
1130,BIOL,190,Financial Statement Analysis
1132,BIOL,205,Financial Reporting & Analysis
1133,BIOL,212,Managerial Accounting
1134,BIOL,223,Managerial Accounting
1135,BIOL,240,Financial Statement Analysis
1136,BIOL,241,Professional Topics in Accounting
1137,BIOL,250,Adv. Financial Accounting
1138,BIOL,264,Financial Reporting II
1140,BIOL,315,Advanced Managerial Accounting
1142,BIOL,329,Corp and Partnership Taxation
1144,BIOL,347,Auditing
1145,BIOL,360,Professional Development II
1146,BIOL,370,Applied Work Experience
1147,BIOL,370LW,Applied Work Experience
1148,BIOL,371,Advanced Topics in Accounting Research I
1149,BIOL,372,Accounting Research II
1150,BIOL,385,Applied Epidemiology II
1151,BIOL,410,Introduction to SAS Programming
1152,BIOL,440W,Advanced Modeling
1153,BIOL,450,Applied EPI Directed Study
1154,BIOL,455,Thesis
1155,BIOL,460,Frsh Seminar African Studies Global Africa
1156,BIOL,465,Topic Seminar African Religions
1157,BIOL,470W,Contemporary African Politics
1158,BIOL,475,The Making of South Africa
1159,BIOL,485,"Special TopicsAfrican Studies Energy,Culture,Env.in Africa"
1160,BIOL,495A,Special TopicsAfrican Studies Globalization&Transnational
1161,BIOL,495BW,Special TopicsAfrican Studies Econ Develop.AfricaMid.East
1163,BIOL,499R,Special TopicsAfrican Studies African Diaspora in Americas
1164,BIOS,501,Special TopicsAfrican Studies Planetary Futures
1165,BIOS,507,Dir ReadingAfrican Studies
1166,BIOS,509,Special Topics Seminar African Studies French and Francophone Cinema
1167,BIOS,511,Special Topics Seminar African Studies Brazilian Ideas Art & Culture
1168,BIOS,513,Special Topics Seminar African Studies Law & Empire in Atlantic World
1169,BIOS,517D,African Studies Honors
1170,BIOS,524,Freshman Seminar American Studies Black Women and Beauty
1171,BIOS,532,Special Topics American Questions Making of Mod AmUS Since 1877
1172,BIOS,534,Special Topics American Questions Asian American History
1173,BIOS,544,Special Topics American Questions LGBTQ Cultures Since Stonewall
1174,BIOS,545,American Routes
1175,BIOS,550,"Special Topics American Studies Race, Gender, and Speculation"
1176,BIOS,560R,Special Topics American Studies History of Person in America
1177,BIOS,590R,Special Topics American Studies Culture of Free Speech Early A
1178,BIOS,591P,Special Topics American Studies Confusing Sense
1181,BIOS,598,Honors Thesis
1183,BIOS,709,Senior Research
1184,BIOS,711,Mediterranean Archaeology Ancient Painting Cultures
1185,BIOS,723,Literature & Traditions Archaeology and the Bible
1186,BIOS,760R,Literature & Traditions Classical Political Thought
1187,BIOS,780R,Independent Writing
1188,BIOS,790R,Human Patient Simulation III
1195,BL,512,Principles of Airway Management II
1196,BL,520,Pharm In Anesthesia Practice I
1197,BL,522,Principles of Instrumentation and Monitoring I
1202,BSHE,500,Anesthesiology Practice II
1203,BSHE,522,Clinical Methods II
1204,BSHE,530,Clinical Anesthesia II
1205,BSHE,532,Individual Tutorial
1206,BSHE,538,Senior Seminar In Anesthesia II
1207,BSHE,554,Clinical Anesthesia V
1208,BSHE,555,Comprehensive Examinations II
1209,BSHE,565,Individual Research
1210,BSHE,567,General Med School Anesthesiology Holding
1211,BSHE,590,Introduction To Anthropology
1213,BSHE,592,Freshman SeminarAnthropology Indigenous Lives & Lands
1214,BSHE,595,Freshman SeminarAnthropology Global Africa
1215,BSHE,596,Freshman SeminarAnthropology Living Across CampusCulture
1216,BSHE,596L,Concepts and Methods in Cultural Anthropology
1219,BSHE,714,Foundations of Linguistics
1220,BSHE,728,Human BiologyLife Cycle Approach
1221,BSHE,730,Medical Anthropology
1225,BUS,170,Predictive Health and Society
1226,BUS,365,Anthropology of the Jews
1228,BUS,382,Anthro. Perspectives New Guinea Peoples in Context
1229,BUS,400,Anthropology; Special Topics Bronze Age Greece
1230,BUS,401,Anthropology; Special Topics African Religions
1231,BUS,480,"Anthropology; Special Topics Bodies, Borders & Boundaries"
1246,BUS,480A,Ancient DNA and Human Evolution
1248,BUS,490,Disease & Human Behavior
1249,BUS,494,Religion Health and Healing
1251,BUS,497V,Topics in Sociolinguistics African American Language
1252,BUS,500,Globalization & Transnational Culture
1253,BUS,504,The Craft of Ethnography
1255,BUS,571R,Fieldwork into Performance
1263,BUS,591A,Special Topics Anthropology Masculinity & Mortality
1264,BUS,599S,Special Topics Anthropology Human Brain Evolution
1265,BUS,664M,Special Topics Anthropology Foraging to Food Production
1266,BUS,671R,Special Topics Anthropology Health & Food Cultures-America
1275,BUS,692,Special Topics Anthropology Food Systems and Conflict
1288,BUS,696,Special Topics Anthropology Gender & Health
1290,BUS,698,Special Topics Anthropology Race & Identity in Latin Am
1295,BUS,699,"Special Topics Anthropology Energy,Culture,Env.in Africa"
1296,BUS,797R,"Special Topics Anthropology Bioethics, Ethnography & RTech"
1299,BUS,990,"Special TopicsAnthropology Food, Health, and Society"
1300,BUS,991,"Law, Discipline, and Justice"
1301,BUS,992,Directed Readings
1302,BUS,993,Honors Research II
1303,CB,570R,Undergraduate Research
1306,CB,790R,Evolutionary Processes
1308,CBSC,370B,Research Seminar in Biological Anthropology
1309,CBSC,370L,Spec Tops Anthropology Development and Change
1310,CC,635CEE,Spec Tops Anthropology Computational Genetics
1311,CC,650,Spec Tops Anthropology Ethnographic Methods & Writing
1312,CC,655,Spec Tops Anthropology Brazilian Ideas Art & Culture
1313,CC,699,Directed Study
1316,CE,551A,Advanced Research
1317,CE,551ANGB,Dissertation Research
1318,CE,551B,Data Management for Applied Public Health Informatics
1328,CE,551TPB,Information Security and Privacy
1329,CE,552ANGB,Public Health Informatics Leadership & Strategy Capstone I Course
